Valor Arriendo,Valor_Arriendo_SM,Area Construida,Cuartos,Banos,Garajes,Estrato,latitud,longitud,dist_transmilenio_cercana_m,dist_bus_cercana_m,num_farmacias_120m,num_colegios_120m,num_transmilenio_120m,num_bus_120m,dist_farmacia_cercana_m,dist_supermercado_cercano_m,dist_via_principal_m,num_universidades_300m
4500000,3.4615384615384617,240.0,3,5,2,5.0,4.75124,-74.07917,1595.2405784429423,277.8703138337495,1.0,1.0,1.0,1.0,548.9773649776447,421.70558706639514,1426.4786909208465,1.0
3950000,3.0384615384615383,95.0,3,2,2,5.0,4.728904724121094,-74.06696319580078,875.3281891794128,77.475015355145,2.0,1.0,1.0,1.0,92.9712211540912,118.57500962594008,456.60404839643604,1.0
2250000,1.7307692307692308,78.0,3,2,1,5.0,4.7261024,-74.06891,659.9381982235465,110.88328057257583,1.0,1.0,1.0,1.0,317.2837583596653,234.2584373716157,103.37678678839086,1.0
4100000,3.1538461538461537,106.0,2,2,2,,4.728465,-74.06754,804.1296653804332,153.20836445989755,1.0,1.0,1.0,1.0,167.2098603362957,82.66456629331388,388.13578870721705,1.0
2600000,2.0,75.0,3,2,2,4.0,4.7422123,-74.06579,1839.1834792267207,120.07860328537423,1.0,1.0,1.0,1.0,241.48301586599592,225.9671516922534,1493.1970567961837,1.0
2850000,2.1923076923076925,81.0,3,2,1,4.0,4.742433,-74.06037,1373.7888494223298,188.28605895266642,1.0,1.0,1.0,1.0,139.57422823649728,168.9575755071764,1294.3874724957016,1.0
2780000,2.1384615384615384,53.0,2,2,1,4.0,4.725360870361328,-74.05911254882812,966.1989987875019,458.05969383571204,1.0,1.0,1.0,1.0,357.64199573844485,163.82746273923453,476.9331749926584,1.0
5900000,4.538461538461538,243.7,3,4,2,6.0,4.71949,-74.07723,341.5993019173087,203.93442769861338,1.0,1.0,1.0,1.0,574.6724833147722,500.9001009666636,305.55751923353904,1.0
15000000,11.538461538461538,300.0,4,5,3,2.0,4.722291,-74.0936195,265.2104660459353,559.2490586834252,1.0,1.0,1.0,1.0,110.14526875036398,139.45886331516797,312.53020237145194,1.0
1201000,0.9238461538461539,45.0,3,1,0,3.0,4.75569,-74.08919,1138.800335204701,938.1718564291458,1.0,1.0,1.0,1.0,510.6467589577286,227.874042854368,210.90738307014527,1.0
14000000,10.76923076923077,200.0,3,5,3,6.0,4.724593639373779,-74.0777587890625,460.0857313540944,422.7261695790387,1.0,1.0,1.0,1.0,685.2165786724904,617.9615938884049,345.6359652852941,1.0
6500000,5.0,220.0,4,5,2,5.0,4.731498718261719,-74.07242584228516,517.8028375869959,84.5598930171576,1.0,1.0,1.0,4.0,505.8842055625502,533.6051766973526,313.5962973919274,1.0
2800000,2.1538461538461537,52.0,2,2,1,,4.74473904,-74.06918688,1658.4124946145446,444.7376842234455,1.0,1.0,1.0,1.0,632.4501691631733,491.9151541990021,1489.1640086317461,1.0
6650000,5.115384615384615,194.0,3,4,2,6.0,4.7074902,-74.0837398,1196.3142510575246,244.74741537429858,1.0,1.0,1.0,1.0,912.9265339166867,658.0156900084271,535.5281736849779,1.0
3100000,2.3846153846153846,90.0,3,3,1,4.0,4.73734712600708,-74.06104278564453,1347.532300936472,142.9181990932613,1.0,1.0,1.0,1.0,512.7354052884909,518.3288951120464,1524.168617431658,1.0
900000,0.6923076923076923,60.0,3,1,0,,4.750605583190918,-74.11123657226562,595.6023111438293,130.13699030478145,1.0,1.0,1.0,1.0,537.5802012066322,350.448630758333,748.4725764696232,1.0
1900000,1.4615384615384615,61.0,2,2,1,,4.7262139320373535,-74.05612182617188,624.3306520623817,262.74318317561233,1.0,1.0,1.0,1.0,13.473101828082386,450.9412418939887,717.4211914549086,1.0
7500000,5.769230769230769,192.0,3,3,3,6.0,4.71202,-74.08268,1150.0493462552229,85.44451117825338,1.0,1.0,1.0,2.0,902.6849057494974,989.778517674182,177.90450851974649,1.0
3200000,2.4615384615384617,99.47,3,3,1,,4.729416370391846,-74.06401824951172,1206.8747730364435,155.05073668214354,1.0,1.0,1.0,1.0,168.7008206711842,271.8188915927763,587.1686441864066,1.0
9009500,6.930384615384615,487.0,4,4,2,1.0,4.7235249919,-74.0838575363,1038.0169156081884,908.1660788304424,1.0,1.0,1.0,1.0,500.4686565325795,588.071641237902,600.8166796993848,1.0
1500000,1.1538461538461537,60.0,2,1,0,,4.720994398,-74.1160607743,1453.5204284130289,219.91226991979534,1.0,1.0,1.0,1.0,313.98393978657754,266.8735607786486,1861.4605189036133,1.0
30000000,23.076923076923077,377.0,4,5,4,,4.72327,-74.07922,539.1634924582922,641.1171799520276,1.0,1.0,1.0,1.0,869.7577397386469,777.0668512198181,481.1802008436093,1.0
4000000,3.076923076923077,126.0,3,3,2,5.0,4.73036,-74.06952,661.6539271602396,42.7613751012611,1.0,1.0,1.0,2.0,159.90871066664113,196.85643011043805,499.4733806408684,1.0
2550000,1.9615384615384615,76.0,3,2,1,3.0,4.7532897482,-74.05686860173,1209.019159520523,31.843914911493318,1.0,1.0,1.0,3.0,291.2396515389347,145.61674012683437,33.724698037908624,1.0
9009500,6.930384615384615,487.0,4,5,4,6.0,4.72154,-74.0766,205.43169527596206,329.6692891515214,1.0,1.0,1.0,1.0,552.7544964798758,546.7496416337807,196.7037135670007,1.0
620000000,476.9230769230769,87.0,3,2,1,6.0,4.7589500000000005,-74.06984,2683.12280725142,381.57665610907486,1.0,1.0,1.0,1.0,956.2448503718292,689.9832762311088,469.22756018847576,1.0
1650000,1.2692307692307692,59.4,3,2,1,3.0,4.715524673461914,-74.08894348144531,833.1778788728224,359.7952840773658,1.0,1.0,1.0,1.0,340.3767887623038,377.90579869965404,44.31207119706483,1.0
1750000,1.3461538461538463,58.7,3,2,1,4.0,4.73942,-74.06372,1696.5374360504143,16.651454631679037,1.0,1.0,1.0,3.0,158.49269642958643,144.82735208047077,1478.1314252825862,1.0
6650000,5.115384615384615,194.0,3,4,2,,4.7073,-74.08366,1209.8911269513515,234.68880940015805,1.0,1.0,1.0,1.0,910.6904594500971,660.2428385516995,557.6694542868116,1.0
9300000,7.153846153846154,282.0,3,5,2,6.0,4.728344917297363,-74.07667541503906,240.76430649840657,241.37540044851,1.0,1.0,1.0,1.0,664.10137261036,700.031077253792,209.79348378707212,1.0
1000000,0.7692307692307693,55.0,3,1,0,,4.734543800354004,-74.08747100830078,552.0731908997452,431.90756646337195,1.0,1.0,1.0,1.0,22.57993753491956,92.88762836759925,374.94853648254093,1.0
2041000,1.57,40.0,1,1,1,5.0,4.740848541259766,-74.05622863769531,921.3523338375293,131.45655716164882,1.0,1.0,1.0,1.0,238.6563102242286,266.8061345446654,1381.3827429462024,1.0
4600000,3.5384615384615383,106.0,4,3,2,,4.72736,-74.07474,6.96954031299903,32.56315510501037,1.0,1.0,1.0,2.0,424.9214519435956,477.7194702761029,51.14611738778631,1.0
8000000,6.153846153846154,221.0,3,4,4,,4.746235370635986,-74.07192993164062,1553.8325171921279,757.4078157388313,1.0,1.0,1.0,1.0,888.108548700567,432.0237242702557,1522.1510618206482,1.0
11000000,8.461538461538462,440.0,4,5,4,,4.71825,-74.07777,477.3276837677098,253.04109928396176,1.0,1.0,1.0,1.0,562.332424418435,510.5297391863722,398.029942106669,1.0
9000000,6.923076923076923,301.0,3,5,3,5.0,4.7322801,-74.0725241,590.0703207980365,127.04870558976921,1.0,1.0,1.0,1.0,551.7276382387125,521.5730573691347,285.146305628592,1.0
5000000,3.8461538461538463,126.0,3,3,2,2.0,4.748925685882568,-74.11026000976562,473.15225702556666,220.37988913109268,1.0,1.0,1.0,1.0,338.60230620581933,430.1441387376722,678.5932429819502,1.0
8500000,6.538461538461538,224.7,3,4,3,,4.74448,-74.07175,1425.1513468081819,665.1980479433325,1.0,1.0,1.0,1.0,725.8395679642297,621.6422384892504,1343.8004267476356,1.0
9009000,6.93,487.0,4,5,4,6.0,4.72312,-74.07586,232.17539521173802,306.8324750179458,1.0,1.0,1.0,1.0,522.438588746362,409.58906093748675,112.21697814181367,1.0
2577200,1.9824615384615385,74.0,2,2,1,4.0,4.75189,-74.05684,1233.9397556461513,179.7854475212353,1.0,2.0,1.0,1.0,284.1628165787009,174.13109532499203,188.4850946179,1.0
1750000,1.3461538461538463,71.0,3,2,1,3.0,4.7167,-74.09014,648.6537591307225,197.1342727499963,1.0,1.0,1.0,1.0,158.89185396289332,193.67078650117082,146.50510468635574,1.0
8000000,6.153846153846154,225.0,3,5,3,,4.7455006985,-74.0716992049,1509.8991036577697,735.4846351862476,1.0,1.0,1.0,1.0,834.1711936842058,516.9505651168298,1452.332275208731,1.0
7500000,5.769230769230769,265.0,4,4,2,6.0,4.71864,-74.07763,436.06489635880126,231.65695376226898,1.0,1.0,1.0,1.0,565.4349800938644,505.9137739142707,368.01844625963355,1.0
