Valor Arriendo,Valor_Arriendo_SM,Area Construida,Estrato,latitud,longitud,dist_transmilenio_cercana_m,dist_bus_cercana_m,num_farmacias_120m,num_colegios_120m,num_transmilenio_120m,num_bus_120m,dist_farmacia_cercana_m,dist_supermercado_cercano_m,dist_via_principal_m,num_universidades_300m
2800000,2.1538461538461537,66.1,,4.643671,-74.10554,536.9334168794516,312.58741897352746,1.0,1.0,1.0,1.0,402.8730118997521,423.24587086750057,485.364123228149,1.0
1750000,1.3461538461538463,41.0,,4.646222,-74.117714,687.3290941498027,661.7167756458563,1.0,1.0,1.0,1.0,923.477366482682,710.5725070847743,654.7033669765163,1.0
1500000,1.1538461538461537,40.0,3.0,4.6532874,-74.07918,383.5680716523428,130.78146762272493,1.0,1.0,1.0,1.0,301.7072108855424,500.39949113750265,1758.950619171494,1.0
1350000,1.0384615384615385,38.51,,4.6607475,-74.117966,620.5837411227185,119.22272955636544,1.0,1.0,1.0,1.0,308.01041361347654,85.97102289079447,910.3905259844727,1.0
3850000,2.9615384615384617,70.0,5.0,4.6644120000000004,-74.110954,367.226631269326,163.48400645385263,1.0,1.0,1.0,1.0,534.9213427369226,578.9453580610808,51.49088891380566,1.0
2000000,1.5384615384615385,41.0,,4.646222,-74.117714,687.3290941498027,661.7167756458563,1.0,1.0,1.0,1.0,923.477366482682,710.5725070847743,654.7033669765163,1.0
3000000,2.3076923076923075,140.0,,4.6712998599999995,-74.12449614,916.2735635278482,63.78018808354838,1.0,1.0,1.0,3.0,192.28991575098016,504.4009506695037,119.32943418508796,1.0
6500000,5.0,124.0,,4.64242877,-74.10268777,640.2409730646559,171.31427664594744,1.0,1.0,1.0,1.0,143.62186721515604,137.00472321522935,568.5182688287796,1.0
7370000,5.6692307692307695,175.0,,4.6626739501953125,-74.1139907836914,587.2254152584709,108.63087011701957,1.0,1.0,1.0,1.0,437.7008633593209,470.9292497976504,424.3117340605877,1.0
4750000,3.6538461538461537,90.0,5.0,4.663535118103027,-74.11225128173828,426.91288299242825,267.42191161045605,1.0,1.0,1.0,1.0,597.7689362504278,576.1999043832824,209.28623254784102,1.0
2324000,1.7876923076923077,64.91,4.0,4.6724,-74.12299,712.560402993677,164.63795821501654,1.0,1.0,1.0,1.0,167.57759191935264,341.27933920143545,170.3946092419129,1.0
17800000,13.692307692307692,305.0,3.0,4.69754,-74.10703,247.7427162335301,192.64957911922926,1.0,1.0,1.0,1.0,138.21812332350507,213.05962413493066,198.91081674025588,1.0
1900000,1.4615384615384615,45.4,5.0,4.7001,-74.07929,1054.7603446791388,41.03174480224795,1.0,1.0,1.0,1.0,539.0758875050328,225.06053129611345,35.42585201439531,1.0
2000000,1.5384615384615385,41.0,,4.66103,-74.07769,422.9338242257307,21.741401839062057,1.0,1.0,1.0,1.0,217.73619805767012,80.04242156717288,1671.0250433380168,1.0
