Valor Arriendo,Valor_Arriendo_SM,Area Construida,Cuartos,Banos,Garajes,Estrato,latitud,longitud,dist_transmilenio_cercana_m,dist_bus_cercana_m,num_farmacias_120m,num_colegios_120m,num_transmilenio_120m,num_bus_120m,dist_farmacia_cercana_m,dist_supermercado_cercano_m,dist_via_principal_m,num_universidades_300m
1090000,0.8384615384615385,50.0,2,1,0,,4.61933,-74.11271,954.8877181571376,46.006157980317276,1.0,1.0,1.0,2.0,157.65015561365385,142.6694549489169,718.7040286377754,1.0
1600000,1.2307692307692308,56.0,3,2,0,4.0,4.6356954,-74.1252253,585.0044922218556,132.48656188082515,1.0,1.0,1.0,1.0,844.1499272713402,287.79764016714955,557.1031807392437,1.0
1500000,1.1538461538461537,80.0,1,1,0,3.0,4.62245,-74.12043,521.4989181898499,156.3291826878559,1.0,1.0,1.0,1.0,143.16778757917757,143.97541566760674,457.3794793361046,1.0
1350000,1.0384615384615385,30.0,1,1,0,,4.614902,-74.114096,1397.754466185778,124.22105350118743,1.0,1.0,1.0,1.0,247.60913412254195,285.64663392232006,950.566540921538,1.0
1840000,1.4153846153846155,70.0,3,1,1,,4.63675594329834,-74.12703704833984,817.3348252248779,102.24944428163369,1.0,1.0,1.0,2.0,872.6066524641765,138.41774776152826,618.8663989838266,1.0
2300000,1.7692307692307692,58.0,3,2,1,4.0,4.62292,-74.12512,359.1603549352058,185.95851693748943,1.0,1.0,1.0,1.0,174.291334013152,190.77033497777148,56.5536257851109,1.0
1500000,1.1538461538461537,50.0,3,1,0,3.0,4.621765,-74.1086496,619.327479561543,217.644542736739,1.0,1.0,1.0,1.0,204.61242668155148,128.69876814316603,261.32628039397065,1.0
1800000,1.3846153846153846,60.0,3,1,0,,4.6222155,-74.1089981,613.2749744414355,177.10012682556007,1.0,1.0,1.0,1.0,263.6709097782631,93.55019307572307,272.07160472518666,1.0
1350000,1.0384615384615385,35.0,1,1,0,,4.6307507,-74.13126,172.30061534313046,274.8642253004657,1.0,1.0,1.0,1.0,249.36422877888205,304.63899798241556,95.97850998056752,1.0
1680000,1.2923076923076924,38.0,2,1,0,,4.629403,-74.12176,356.512759226785,112.793231091028,1.0,1.0,1.0,1.0,211.6149111994222,286.84632727985945,72.34096892480271,1.0
2000000,1.5384615384615385,41.0,2,1,0,,4.646222,-74.117714,687.3290941498027,661.7167756458563,1.0,1.0,1.0,1.0,923.477366482682,710.5725070847743,654.7033669765163,1.0
1800000,1.3846153846153846,48.0,1,1,0,,4.6460314,-74.11748,654.4964437644138,637.2547117002773,1.0,1.0,1.0,1.0,930.7783845303255,684.9270007004288,622.8450808622513,1.0
3500000,2.6923076923076925,75.0,3,2,1,4.0,4.640299,-74.10126,486.23984090377934,216.11497789926517,1.0,1.0,1.0,1.0,358.14073911036434,267.91841414705465,590.6441582221172,1.0
1750000,1.3461538461538463,42.0,2,1,0,,4.646133,-74.11761,672.5057724706367,650.2765293854084,1.0,1.0,1.0,1.0,930.1861044592282,698.6277811909039,640.1277848220499,1.0
2000000,1.5384615384615385,100.0,3,3,1,,4.6181645,-74.117226,978.3357213797166,80.57435647943898,1.0,1.0,1.0,2.0,262.19561133948986,210.83017717104775,942.9519183543529,1.0
