Valor Arriendo,Valor_Arriendo_SM,Area Construida,Estrato,latitud,longitud,dist_transmilenio_cercana_m,dist_bus_cercana_m,num_farmacias_120m,num_colegios_120m,num_transmilenio_120m,num_bus_120m,dist_farmacia_cercana_m,dist_supermercado_cercano_m,dist_via_principal_m,num_universidades_300m,Cuartos,Banos,Garajes
2700000,2.076923076923077,38.0,5.0,4.699257850646973,-74.03050994873047,1267.8934575915137,107.62293561194244,1.0,1.0,1.0,1.0,121.27659580246149,124.89389409770864,109.9656644960051,1.0,1.0,1.0,1.0
3850000,2.9615384615384617,90.0,,4.725222,-74.035,1732.015240922742,332.4025230627458,1.0,1.0,1.0,1.0,185.7092575130092,146.791730404968,289.8288921577268,1.0,3.0,3.0,2.0
900000,0.6923076923076923,31.0,,4.5916166,-74.16948,432.0063165847832,64.14405557873016,1.0,1.0,1.0,1.0,497.48470450547927,324.485664560662,871.8180702765319,1.0,1.0,1.0,0.0
4700000,3.615384615384616,132.0,4.0,4.6184483,-74.06897,229.58040800699283,23.1622907792526,1.0,1.0,1.0,3.0,83.2192533394962,92.69093214955087,63.61447337315592,1.0,2.0,2.0,1.0
3100000,2.3846153846153846,30.0,6.0,4.6815643,-74.05582,326.8428184909497,290.2710843861173,1.0,1.0,1.0,1.0,19.476562719496997,88.3083224033032,102.605780474873,2.0,1.0,1.0,1.0
1450000,1.1153846153846154,36.5,3.0,4.747002124786377,-74.0621109008789,1644.5693268337957,292.20376589323195,3.0,1.0,1.0,1.0,88.80188318685357,139.81936204683774,898.7417815819048,1.0,2.0,1.0,0.0
4320000,3.3230769230769237,100.0,6.0,4.6937885,-74.04552,841.6284168274785,128.98503491206696,1.0,1.0,1.0,1.0,133.00812557656067,315.1868082686608,340.3507966988972,1.0,2.0,3.0,2.0
2350000,1.807692307692308,70.0,3.0,4.650887966156006,-74.07074737548828,709.4925999841508,104.15048357641048,1.0,1.0,1.0,1.0,172.9748092322837,277.8467916096116,910.6851046605622,1.0,3.0,2.0,1.0
2250000,1.7307692307692308,60.0,4.0,4.6326246,-74.07696,430.73608353266496,156.81903804940467,1.0,1.0,1.0,1.0,138.70485818133386,170.57114063415474,697.5028093472015,1.0,2.0,2.0,0.0
5300000,4.076923076923077,145.0,,4.674225,-74.05888,183.739393341227,169.90469782835035,1.0,1.0,1.0,1.0,403.47573987783727,193.90730689254053,419.5657272543676,1.0,3.0,3.0,1.0
1950000,1.5,42.0,3.0,4.6518517,-74.06138,503.7727026160678,74.52830714742983,5.0,1.0,1.0,2.0,69.93861024673332,105.1134012189418,360.238004795085,3.0,2.0,1.0,1.0
4600000,3.5384615384615383,66.0,6.0,4.6775374,-74.045044,639.5532673555215,116.72564504950672,1.0,1.0,1.0,1.0,148.56564528121956,247.97677546894076,496.105767340272,1.0,1.0,2.0,2.0
2500000,1.9230769230769231,71.0,,4.7602863,-74.02925,282.32869456420445,274.60947836964505,1.0,1.0,1.0,1.0,148.85629257173068,80.52189363153653,57.35920427661355,1.0,3.0,3.0,1.0
2241676,1.724366153846154,68.0,,4.6456766,-74.06517,46.89932813806087,135.5105670885528,1.0,1.0,1.0,1.0,179.98622205891743,123.55794731619868,231.49985777703785,1.0,2.0,2.0,1.0
1700000,1.3076923076923077,29.0,2.0,4.6444364,-74.05478,1184.715944316394,228.0901063290509,1.0,1.0,1.0,1.0,405.2626316527077,488.45056378358464,159.65852335361384,1.0,1.0,1.0,0.0
5443027,4.186943846153846,72.69,,4.68444,-74.05417,217.3514503827415,190.26128772153933,1.0,1.0,1.0,1.0,176.60399159505286,185.3383406159608,191.94511066962292,1.0,1.0,2.0,1.0
2815720,2.1659384615384614,54.8,4.0,4.724468231201172,-74.0439224243164,778.2691960404395,374.850122107376,1.0,1.0,1.0,1.0,217.76012549291409,170.5255983568617,809.5921478485587,1.0,1.0,2.0,1.0
1250000,0.9615384615384616,55.0,,4.766508472,-74.028797974,900.5401463400777,217.34715165903967,1.0,1.0,1.0,1.0,136.2099940108859,175.56151613460185,139.77599254927887,1.0,2.0,2.0,0.0
2500000,1.9230769230769231,90.0,4.0,4.6794535,-74.0829183,360.109263320091,436.1241486040476,1.0,1.0,1.0,1.0,262.76995336579216,333.9208939267186,153.73093843722594,1.0,3.0,2.0,1.0
4500000,3.4615384615384617,93.0,4.0,4.64944,-74.05718,837.4014012599338,186.64889144673245,1.0,1.0,1.0,1.0,166.52605701759376,49.1354719208477,166.1580642935103,2.0,1.0,2.0,2.0
5500000,4.230769230769231,93.0,4.0,4.614586,-74.069701,88.05553815652044,128.31267476337558,1.0,1.0,1.0,1.0,95.38333591481826,179.7234630941784,51.59298680232334,1.0,1.0,2.0,2.0
9000000,6.923076923076923,113.0,5.0,4.6879934,-74.044815,518.1857263053182,216.8569170501617,1.0,1.0,1.0,1.0,289.4032674878412,220.25945293412508,101.65891519761526,1.0,2.0,3.0,2.0
1900000,1.4615384615384617,30.0,2.0,4.6442765,-74.0536732,1308.593021695071,251.98353359101057,1.0,1.0,1.0,1.0,495.6076865832076,609.0353670346093,108.00389401242433,1.0,1.0,1.0,0.0
3500000,2.6923076923076925,60.0,6.0,4.6785078048706055,-74.05281829833984,748.8509064470871,185.34575024859072,1.0,1.0,1.0,1.0,177.72644860093268,163.95362051847115,366.5124572165344,1.0,1.0,2.0,2.0
2100000,1.6153846153846154,22.0,5.0,4.720071315765381,-74.0477066040039,431.75176899503447,283.7620009841035,1.0,1.0,1.0,1.0,164.0303443168688,176.55350989593265,205.71024912042463,1.0,1.0,1.0,1.0
8000000,6.153846153846154,175.0,,4.671452207,-74.056580611,353.2175438721561,89.4144447149331,1.0,1.0,1.0,1.0,175.4934331978751,216.2400002377952,508.14305223190553,1.0,3.0,4.0,2.0
7100000,5.461538461538462,160.0,6.0,4.702354431152344,-74.04527282714844,1025.0677960601424,233.43391728770789,1.0,1.0,1.0,1.0,190.29185240491765,229.5650013708015,218.5522745891101,1.0,3.0,4.0,2.0
9300000,7.153846153846154,152.0,,4.687394142150879,-74.03815460205078,295.53876796088394,117.9315365973432,1.0,1.0,1.0,1.0,306.5996885656422,345.98825232819166,302.6293997758295,1.0,4.0,3.0,2.0
3500000,2.6923076923076925,33.0,5.0,4.685842514038086,-74.04720306396484,396.0473239053418,265.15897141081354,1.0,1.0,1.0,1.0,62.83495645516725,189.56157203133645,48.779127795547474,1.0,1.0,1.0,1.0
11000000,8.461538461538462,170.0,,4.67775821685791,-74.04765319824219,696.897827226645,78.32328937197467,1.0,1.0,1.0,1.0,114.73835722894592,183.05217552215785,681.4881063187883,1.0,2.0,4.0,2.0
7000000,5.384615384615385,150.0,6.0,4.678099632263184,-74.04193115234375,651.8315551227337,382.75225859751913,1.0,1.0,1.0,1.0,298.9850745394609,327.4618965894931,241.14077971892493,1.0,2.0,3.0,2.0
4500000,3.4615384615384617,52.0,6.0,4.681016445159912,-74.0564193725586,342.42951922118124,252.99156060348943,1.0,1.0,1.0,1.0,104.71451319645362,73.53212522039254,110.39920825897484,1.0,1.0,2.0,1.0
1328000,1.0215384615384615,46.0,3.0,4.62566614151001,-74.12268829345703,113.76009593817466,154.1198329038568,1.0,1.0,1.0,1.0,219.0838962370968,191.69422256179777,93.73208128448688,1.0,2.0,1.0,0.0
9300000,7.153846153846154,133.0,6.0,4.663039207458496,-74.04692840576172,1468.07385125511,207.51857173829268,1.0,1.0,1.0,1.0,130.90379080584916,146.01512383901752,25.882787693043745,1.0,2.0,2.0,2.0
1350000,1.0384615384615383,21.0,,4.60632,-74.069786,337.54944719325886,149.10583560605596,1.0,1.0,1.0,1.0,169.75779633683666,133.6224327694416,201.5864081544575,22.0,1.0,1.0,0.0
2000000,1.5384615384615383,42.0,,4.6788077,-74.053604,684.4233874102655,275.3069437115973,1.0,1.0,1.0,1.0,268.9293232826503,254.31888012624705,280.866821112319,1.0,1.0,1.0,1.0
2300000,1.7692307692307692,57.0,4.0,4.757859,-74.050514,613.2877537448884,504.2670768236904,1.0,1.0,1.0,1.0,35.41679450489394,26.74604352399029,512.7928325513593,1.0,2.0,2.0,1.0
2700000,2.076923076923077,47.0,,4.6453815,-74.05457,1183.1416198108088,121.0184171745322,1.0,1.0,1.0,1.0,338.75276013716416,479.9348602893095,232.9241845532772,1.0,1.0,2.0,1.0
4000000,3.076923076923077,85.0,4.0,4.645378,-74.05457,1183.2631138385148,121.39728026154069,1.0,1.0,1.0,1.0,339.02257830908576,480.0073610427357,232.91629584672697,1.0,2.0,2.0,2.0
3800000,2.923076923076923,105.0,,4.7251205,-74.03129,2142.809734596995,216.29468354645067,1.0,1.0,1.0,1.0,82.45255424060433,110.67061422377556,100.53546171600377,1.0,3.0,3.0,2.0
3500000,2.6923076923076925,92.6,,4.718049,-74.07437,365.8272477664309,14.217111905880213,1.0,1.0,1.0,2.0,234.09468606345055,146.41873041086953,71.77382305129476,1.0,2.0,2.0,2.0
2370000,1.823076923076923,30.0,,4.6417546,-74.07715,431.2811113769786,23.30106127535796,1.0,1.0,1.0,3.0,101.6062708485027,95.52883647840784,1201.4270254735068,1.0,1.0,1.0,0.0
2500000,1.9230769230769231,65.0,3.0,4.6074743,-74.08253,256.4116550694867,64.35538469407585,1.0,1.0,1.0,2.0,268.1245521041989,242.62864728804368,120.42573095623533,1.0,3.0,2.0,1.0
4000000,3.076923076923077,51.0,6.0,4.6832075,-74.05356,366.3207215919873,153.42088370727177,1.0,1.0,1.0,1.0,196.11476805056344,79.61396772985455,122.32204343465948,1.0,1.0,2.0,1.0
4000000,3.076923076923077,67.0,6.0,4.6792,-74.05261,763.3210642659226,195.3055397085587,1.0,1.0,1.0,1.0,180.59799653959283,207.5519895829177,319.76781697772776,1.0,1.0,2.0,1.0
3500000,2.6923076923076925,63.0,,4.685197,-74.05448,129.804365397427,162.95712878821345,1.0,1.0,1.0,1.0,96.09703754005916,229.60098442654115,118.38395893894996,1.0,2.0,2.0,1.0
2600000,2.0,50.0,,4.6884847,-74.05597,282.3024416070051,240.59360908689425,1.0,1.0,1.0,1.0,277.09157505134243,209.5774583241873,204.0654889043486,1.0,1.0,1.0,1.0
5000000,3.8461538461538463,60.0,,4.68033,-74.04624,372.18083491932464,156.4749138675584,1.0,1.0,1.0,1.0,179.16483353769112,214.3682669323209,356.75220183043336,1.0,1.0,2.0,1.0
9500000,7.3076923076923075,142.0,6.0,4.65809,-74.0475,1261.1671826201496,493.8231441853033,1.0,1.0,1.0,1.0,533.0829403210726,566.4816774730953,110.90807680286802,1.0,2.0,4.0,2.0
10000000,7.6923076923076925,126.0,6.0,4.658435,-74.04709,1309.8029502865145,481.8688679010109,1.0,1.0,1.0,1.0,530.1588655495315,537.6972708281068,104.81825663923232,1.0,2.0,3.0,3.0
4000000,3.076923076923077,67.0,,4.67634,-74.05848,80.2313720339844,18.51796448155057,1.0,1.0,1.0,1.0,446.9505905016457,137.7827835800633,226.95607810189935,1.0,2.0,2.0,1.0
10200000,7.846153846153846,168.0,6.0,4.674187183380127,-74.05502319335938,483.1756471551784,187.94278732329343,1.0,1.0,1.0,1.0,166.41704011254672,477.9965164449999,626.1110355387727,1.0,3.0,3.0,2.0
3595644,2.76588,53.19,,4.68444,-74.05417,217.3514503827415,190.26128772153933,1.0,1.0,1.0,1.0,176.60399159505286,185.3383406159608,191.94511066962292,1.0,1.0,2.0,1.0
6500000,5.0,160.0,,4.69998,-74.04276,1159.6958644120025,20.46043824137136,1.0,1.0,1.0,2.0,150.82657612868874,142.7248251041618,377.02997829045376,1.0,4.0,4.0,3.0
1300000,1.0,40.0,3.0,4.5985259,-74.1577943,261.9306056983703,299.16037130707434,1.0,1.0,1.0,1.0,238.14545047025612,283.89119344205426,482.76917480345,1.0,2.0,1.0,0.0
4000000,3.076923076923077,71.0,6.0,4.6785067,-74.0415755,632.9836441466189,342.1448638276512,1.0,1.0,1.0,1.0,253.1770062998637,341.3805568558105,251.9785645013008,1.0,1.0,2.0,2.0
1490000,1.146153846153846,35.0,,4.7492289543151855,-74.02735137939453,1140.6147216074046,175.64138296010887,1.0,1.0,1.0,1.0,565.5104030563696,480.5752243679683,215.3707463867952,1.0,1.0,1.0,0.0
11200000,8.615384615384615,126.0,,4.67511510848999,-74.0516357421875,825.6631860727434,57.81273990013703,1.0,1.0,1.0,2.0,148.61420314567596,202.8214989302662,738.5759843485116,1.0,2.0,3.0,2.0
4100000,3.1538461538461537,90.0,4.0,4.640739440917969,-74.06036376953125,756.902061713994,42.161433159573214,1.0,1.0,1.0,1.0,300.3259428266333,311.3781916458363,128.4306867262556,1.0,2.0,2.0,2.0
3800000,2.923076923076923,65.0,5.0,4.703927993774414,-74.03045654296875,1694.105547816184,120.7776308779252,1.0,1.0,1.0,1.0,478.6962082075988,26.732240311672868,120.19934455395018,1.0,1.0,2.0,1.0
3424000,2.6338461538461537,70.0,,4.681510925292969,-74.05272674560547,573.883803647624,256.8481085612382,1.0,1.0,1.0,1.0,323.77808681744926,197.4193619905439,66.39158221047555,1.0,1.0,2.0,2.0
2600000,2.0,100.0,6.0,4.695716381072998,-74.03913879394531,576.0541857588474,100.16375635577992,1.0,1.0,1.0,3.0,313.60192426392985,316.0470173023565,22.449177074860675,1.0,2.0,2.0,1.0
8500000,6.538461538461538,145.0,5.0,4.701732158660889,-74.03141784667969,1430.6363655018645,131.1170897520436,1.0,1.0,1.0,1.0,332.8326602240624,235.85642518866769,120.15696357011228,1.0,3.0,4.0,2.0
1527000,1.1746153846153846,39.0,,4.653570175170898,-74.14224243164062,1894.1874579317016,61.998461550880144,1.0,1.0,1.0,1.0,287.0347098729176,338.73663709620166,61.24644057599526,1.0,2.0,1.0,0.0
8500000,6.538461538461538,128.0,,4.665383815765381,-74.04733276367188,1471.2755682663717,100.91275090539142,1.0,1.0,1.0,1.0,243.38720507851184,265.7985307394297,57.41935362260905,1.0,2.0,4.0,2.0
2800000,2.1538461538461537,116.0,,4.637872695922852,-74.06201934814453,574.03288245934,156.55529441278415,1.0,1.0,1.0,1.0,168.0522383070293,147.4455191457659,146.7972112263448,2.0,2.0,2.0,2.0
1700000,1.3076923076923077,55.0,4.0,4.69829,-74.08591,527.8885134108344,195.95364932833036,1.0,1.0,1.0,1.0,461.36253571347726,164.83806405030276,427.9081013682885,1.0,2.0,2.0,0.0
5200000,4.0,165.0,5.0,4.722079753875732,-74.04161071777344,1099.8122439303186,124.7538692137087,1.0,1.0,1.0,1.0,127.1487588738823,176.01202961903545,646.1127027402067,1.0,3.0,3.0,2.0
1270000,0.9769230769230768,45.0,3.0,4.594454,-74.158077,232.6374065950412,329.37740055820655,1.0,1.0,1.0,1.0,646.5269697999718,133.60436588956225,391.55602006874045,1.0,2.0,1.0,0.0
5200000,4.0,103.75,6.0,4.69587,-74.03895,588.681306921267,99.7046508299364,1.0,1.0,1.0,3.0,301.2828109075422,304.5319531416266,42.00798960372982,1.0,3.0,3.0,1.0
2250000,1.7307692307692308,69.0,3.0,4.7610126,-74.0401,539.841892276652,87.70343344985248,1.0,1.0,1.0,1.0,158.72023708084384,297.3975182778317,108.36638363358044,1.0,3.0,2.0,1.0
3100000,2.3846153846153846,72.27,,4.641921,-74.05693,1014.8039830828216,80.11199278858628,1.0,1.0,1.0,1.0,597.4306139550346,516.8028182727701,89.13873991844328,1.0,2.0,2.0,1.0
2200000,1.6923076923076923,52.0,4.0,4.7183547,-74.03146,2240.2285541596552,100.44203817946504,2.0,1.0,1.0,1.0,103.04933885780154,96.95791551118116,102.8003349960527,1.0,1.0,1.0,1.0
3900000,3.0,62.0,5.0,4.662831,-74.11232,408.3389500926339,256.8517047721655,1.0,1.0,1.0,1.0,617.5761766008934,497.9843135283199,255.9199828029802,1.0,2.0,2.0,1.0
1400000,1.0769230769230769,65.0,3.0,4.6084075,-74.074196,261.60956461651966,95.94374230917484,1.0,1.0,1.0,2.0,220.23432089956012,242.64771431229823,103.26311061898964,1.0,2.0,1.0,0.0
4900000,3.769230769230769,65.0,,4.6938233,-74.04496,790.7580507799238,71.78193084882083,1.0,1.0,1.0,1.0,88.11987556565381,275.219826912253,312.9054546320151,1.0,1.0,2.0,2.0
3850000,2.9615384615384617,70.0,5.0,4.664412,-74.110954,367.2266312692391,163.48400645381824,1.0,1.0,1.0,1.0,534.9213427370312,578.9453580611962,51.490888913769815,1.0,2.0,2.0,1.0
2800000,2.1538461538461537,66.1,,4.643671,-74.10554,536.9334168794516,312.58741897352746,1.0,1.0,1.0,1.0,402.8730118997521,423.24587086750057,485.364123228149,1.0,3.0,2.0,1.0
